system_id,ligand_ccd_code,cluster,ligand_molecular_weight,ligand_instance_chain,ligand_num_rot_bonds,ligand_tpsa,ligand_num_unique_interactions,ligand_num_heavy_atoms,ligand_is_proper,entry_pdb_id,entry_keywords,ligand_num_rings,ligand_num_pocket_residues,ligand_smiles,num_training_systems_with_similar_ccds,group_key,query_system,target_system,pli_qcov,pli_unique_qcov,pocket_fident,pocket_fident_qcov,pocket_lddt,pocket_lddt_qcov,pocket_qcov,protein_fident_max,protein_fident_qcov_max,protein_fident_qcov_weighted_max,protein_fident_qcov_weighted_sum,protein_fident_weighted_max,protein_fident_weighted_sum,protein_lddt_max,protein_lddt_qcov_max,protein_lddt_qcov_weighted_max,protein_lddt_qcov_weighted_sum,protein_lddt_weighted_max,protein_lddt_weighted_sum,protein_qcov_max,protein_qcov_weighted_max,protein_qcov_weighted_sum,protein_seqsim_max,protein_seqsim_qcov_max,protein_seqsim_qcov_weighted_max,protein_seqsim_qcov_weighted_sum,protein_seqsim_weighted_max,protein_seqsim_weighted_sum,query_ligand_instance_chain,color,shape,sucos_protein,sucos_shape,sucos_protein_pocket_qcov,sucos_protein_pocket_lddt_qcov,sucos_shape_pocket_qcov,sucos_shape_pocket_lddt_qcov,shape_pocket_qcov,shape_pocket_lddt_qcov,color_pocket_qcov,color_pocket_lddt_qcov,target_release_date,release_date_before_cutoff,query_system_pli_qcov,target_system_pli_qcov,pli_qcov_pli_qcov,pli_unique_qcov_pli_qcov,pocket_fident_pli_qcov,pocket_fident_qcov_pli_qcov,pocket_lddt_pli_qcov,pocket_lddt_qcov_pli_qcov,pocket_qcov_pli_qcov,protein_fident_max_pli_qcov,protein_fident_qcov_max_pli_qcov,protein_fident_qcov_weighted_max_pli_qcov,protein_fident_qcov_weighted_sum_pli_qcov,protein_fident_weighted_max_pli_qcov,protein_fident_weighted_sum_pli_qcov,protein_lddt_max_pli_qcov,protein_lddt_qcov_max_pli_qcov,protein_lddt_qcov_weighted_max_pli_qcov,protein_lddt_qcov_weighted_sum_pli_qcov,protein_lddt_weighted_max_pli_qcov,protein_lddt_weighted_sum_pli_qcov,protein_qcov_max_pli_qcov,protein_qcov_weighted_max_pli_qcov,protein_qcov_weighted_sum_pli_qcov,protein_seqsim_max_pli_qcov,protein_seqsim_qcov_max_pli_qcov,protein_seqsim_qcov_weighted_max_pli_qcov,protein_seqsim_qcov_weighted_sum_pli_qcov,protein_seqsim_weighted_max_pli_qcov,protein_seqsim_weighted_sum_pli_qcov,query_ligand_instance_chain_pli_qcov,color_pli_qcov,shape_pli_qcov,sucos_protein_pli_qcov,sucos_shape_pli_qcov,tanimoto_pli_qcov,sucos_protein_pocket_qcov_pli_qcov,sucos_protein_pocket_lddt_qcov_pli_qcov,sucos_shape_pocket_qcov_pli_qcov,sucos_shape_pocket_lddt_qcov_pli_qcov,shape_pocket_qcov_pli_qcov,shape_pocket_lddt_qcov_pli_qcov,color_pocket_qcov_pli_qcov,color_pocket_lddt_qcov_pli_qcov,target_release_date_pli_qcov,release_date_before_cutoff_pli_qcov,num_ligand_chains,num_protein_chains,num_proper_ligand_chains,release_date,sucos_shape_pocket_qcov_2023,topological_tanimoto,morgan_tanimoto,pocket_qcov_alone
5sc9__1__1.A__1.J_1.K_1.L,MG,c310,23.98394454018,1.L,0,0.0,4,1,False,5sc9,TRANSFERASE/TRANSFERASE inhibitor,0,7,[Mg+2],0,5sc9__1__1.A__1.J_1.K_1.L__1.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2022-03-16,100.0,,,
5scm__1__1.A__1.F_1.G_1.H_1.I,EDO,c31,62.036779432,1.F,1,40.46,2,4,False,5scm,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,0,10,OCCO,0,5scm__1__1.A__1.F_1.G_1.H_1.I__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2022-02-09,100.0,,,
5scm__1__1.A__1.F_1.G_1.H_1.I,EDO,c31,62.036779432,1.G,1,40.46,4,4,False,5scm,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,0,9,OCCO,0,5scm__1__1.A__1.F_1.G_1.H_1.I__1.G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2022-02-09,100.0,,,
5scm__1__1.A__1.F_1.G_1.H_1.I,GHU,c31,388.2110553760001,1.H,11,122.58,6,28,True,5scm,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,2,25,CCOC(=O)CCc1ccccc1OCCCOc1c(N)nc(N)nc1CC,20,5scm__1__1.A__1.F_1.G_1.H_1.I__1.H,5scm__1__1.A__1.F_1.G_1.H_1.I,5u27__1__1.A__1.B_1.C_1.D_1.E_1.F,94.0,59.0,100.0,94.0,98.0,92.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.H,79.09646475389046,76.79023556028554,65.96008926279266,76.81253882476821,62.0024839070251,60.68328212176925,72.20378649528212,70.66753571878675,72.1828214266684,70.6470167154627,74.35067686865703,72.76874757357922,2016-12-21,True,5scm__1__1.A__1.F_1.G_1.H_1.I,5u27__1__1.A__1.B_1.C_1.D_1.E_1.F,94.0,59.0,100.0,94.0,98.0,92.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.H,79.09646475389046,76.79023556028554,65.96008926279266,76.81253882476821,0.6122448979591837,62.0024839070251,60.68328212176925,72.20378649528212,70.66753571878675,72.1828214266684,70.6470167154627,74.35067686865703,72.76874757357922,2016-12-21,True,4,1,2,2022-02-09,100.0,61.224489795918366,38.70967741935484,98.0
5scm__1__1.A__1.F_1.G_1.H_1.I,NAP,c31,743.0754523260002,1.I,13,367.6200000000001,28,48,True,5scm,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,5,41,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,11050,5scm__1__1.A__1.F_1.G_1.H_1.I__1.I,5scm__1__1.A__1.F_1.G_1.H_1.I,5u27__1__1.A__1.B_1.C_1.D_1.E_1.F,94.0,59.0,100.0,94.0,98.0,92.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.I,80.34479438794385,99.13970848547484,72.39797491060912,92.89282021352622,68.05409641597257,66.6061369177604,87.31925100071464,85.46139459644412,93.19132597634636,91.20853180663686,75.52410672466722,73.91721083690834,2016-12-21,True,5scm__1__1.A__1.F_1.G_1.H_1.I,5u27__1__1.A__1.B_1.C_1.D_1.E_1.F,94.0,59.0,100.0,94.0,98.0,92.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.I,80.34479438794385,99.13970848547484,72.39797491060912,92.89282021352622,1.0,68.05409641597257,66.6061369177604,87.31925100071464,85.46139459644412,93.19132597634636,91.20853180663686,75.52410672466722,73.91721083690834,2016-12-21,True,4,1,2,2022-02-09,100.0,100.0,100.0,98.0
5scj__1__1.A__1.J_1.K_1.L_1.M,OXL,c310,87.98075563982,1.J,0,80.25999999999999,6,6,True,5scj,TRANSFERASE/TRANSFERASE inhibitor,0,17,O=C([O-])C(=O)[O-],429,5scj__1__1.A__1.J_1.K_1.L_1.M__1.J,5scj__1__1.A__1.J_1.K_1.L_1.M,6ksh__1__1.C__1.O_1.P_1.Q_1.R_1.S,59.0,40.0,84.0,74.0,95.0,80.0,84.0,37.0,35.0,35.0,35.0,37.0,37.0,84.0,79.0,79.0,79.0,84.0,84.0,95.0,95.0,95.0,60.0,57.0,57.0,57.0,60.0,60.0,1.J,99.65945752314548,99.92053150262936,93.11120778892548,98.995148995149,78.2134145426974,74.48896623114038,83.15592515592515,79.1961191961192,83.93324646220866,79.93642520210349,83.71394431944219,79.72756601851638,2020-08-26,True,5scj__1__1.A__1.J_1.K_1.L_1.M,3hqp__9__1.I__1.BC_1.WB_1.XB_1.YB_1.ZB,65.0,47.0,95.0,82.0,97.0,79.0,82.0,39.0,38.0,38.0,38.0,39.0,39.0,84.0,82.0,82.0,82.0,84.0,84.0,97.0,97.0,97.0,64.0,62.0,62.0,62.0,64.0,64.0,1.J,99.3841330893502,99.89286604262804,83.19389495435854,82.28472877288446,1.0,68.218993862574,65.72317701394326,67.47347759376525,65.00493573057872,81.91215015495499,78.91536417367615,81.49498913326715,78.51346514058665,2010-02-16,True,4,1,2,2022-03-16,100.0,100.0,100.0,87.0
5scj__1__1.A__1.J_1.K_1.L_1.M,MG,c310,23.98394454018,1.K,0,0.0,2,1,False,5scj,TRANSFERASE/TRANSFERASE inhibitor,0,8,[Mg+2],0,5scj__1__1.A__1.J_1.K_1.L_1.M__1.K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2022-03-16,100.0,,,
5scj__1__1.A__1.J_1.K_1.L_1.M,K,c310,38.96315810009,1.L,0,0.0,3,1,False,5scj,TRANSFERASE/TRANSFERASE inhibitor,0,11,[K+],0,5scj__1__1.A__1.J_1.K_1.L_1.M__1.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2022-03-16,100.0,,,
5scj__1__1.A__1.J_1.K_1.L_1.M,I9K,c310,546.094430524,1.M,7,206.89,9,38,True,5scj,TRANSFERASE/TRANSFERASE inhibitor,4,28,O=C(O)C[C@](O)(CC(=O)N1CCN(S(=O)(=O)c2cc3c(cc2O)C(=O)c2ccccc2C3=O)CC1)C(=O)O,0,5scj__1__1.A__1.J_1.K_1.L_1.M__1.M,5scj__1__1.A__1.J_1.K_1.L_1.M,6ksh__1__1.C__1.O_1.P_1.Q_1.R_1.S,59.0,40.0,84.0,74.0,95.0,80.0,84.0,37.0,35.0,35.0,35.0,37.0,37.0,84.0,79.0,79.0,79.0,84.0,84.0,95.0,95.0,95.0,60.0,57.0,57.0,57.0,60.0,60.0,1.M,9.870589157888665,57.11527332833048,26.09902355594184,35.33750961403251,21.923179786991145,20.879218844753478,29.68350807578731,28.270007691226013,47.9768295957976,45.69221866266438,8.291294892626476,7.89647132631093,2020-08-26,True,5scj__1__1.A__1.J_1.K_1.L_1.M,3hqp__9__1.I__1.BC_1.WB_1.XB_1.YB_1.ZB,65.0,47.0,95.0,82.0,97.0,79.0,82.0,39.0,38.0,38.0,38.0,39.0,39.0,84.0,82.0,82.0,82.0,84.0,84.0,97.0,97.0,97.0,64.0,62.0,62.0,62.0,64.0,64.0,1.M,6.461252670088865,56.61787503601568,24.30887190250474,32.62208210789555,0.4093879976232917,19.93327496005389,19.204008802978745,26.75010732847435,25.771444865237488,46.42665752953285,44.72812127845239,5.298227189472869,5.104389609370204,2010-02-16,True,4,1,2,2022-03-16,100.0,40.938799762329175,6.315789473684211,87.0
7scr__1__1.E__1.K,8QI,c77,443.0607150679999,1.K,10,243.33999999999995,19,28,True,7scr,TRANSFERASE/INHIBITOR,2,26,Nc1nc2c(ncn2C[C@@H](COCP(=O)(O)O)OC[C@@H](O)P(=O)(O)O)c(=O)[nH]1,20,7scr__1__1.E__1.K__1.K,7scr__1__1.E__1.K,6bo7__1__1.C__1.S_1.T_1.U,43.0,47.0,54.0,54.0,82.0,80.0,96.0,22.0,19.0,19.0,19.0,22.0,22.0,70.0,62.0,62.0,62.0,70.0,70.0,88.0,88.0,88.0,46.0,40.0,40.0,40.0,46.0,46.0,1.K,46.02891406281165,84.17674906156154,58.61508838202493,73.74858500498414,56.27048484674393,46.89207070561994,70.79864160478476,58.99886800398731,80.80967909909907,67.34139924924924,44.18775750029919,36.823131250249325,2017-12-13,True,7scr__1__1.E__1.K,4rac__1__1.A__1.E_1.F_1.G,78.0,58.0,62.0,58.0,80.0,76.0,92.0,30.0,26.0,26.0,26.0,30.0,30.0,70.0,62.0,62.0,62.0,70.0,70.0,88.0,88.0,88.0,51.0,45.0,45.0,45.0,51.0,51.0,1.K,27.819551202168856,76.04214453590129,50.400993443886975,58.866445278730936,0.6633393829401089,46.36891396837602,38.3047550173541,54.15712965643246,44.73849841183552,69.95877297302918,57.79202984728498,25.59398710599535,21.14285891364833,2015-01-07,True,1,1,1,2022-03-02,100.0,67.28624535315984,47.43589743589743,100.0
7nr5__1__1.A__1.F,UOH,c144,580.1749572120003,1.F,9,147.39,15,41,True,7nr5,SIGNALING PROTEIN,5,38,COc1cc(F)cc([C@@H](CO)NC(=O)[C@@H](C)N2Cc3ccc(-c4nc(Nc5cnn(C)n5)ncc4Cl)cc3C2=O)c1,0,7nr5__1__1.A__1.F__1.F,7nr5__1__1.A__1.F,6g9n__1__1.A__1.H,82.0,73.0,100.0,97.0,99.0,96.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.F,68.08690178762252,93.63672709704124,83.90294918637551,88.75740221217879,81.38586071078424,80.54683121892049,86.09468014581343,85.20710612369163,90.82762528413,89.89125801315959,66.04429473399385,65.36342571611762,2018-05-30,True,7nr5__1__1.A__1.F,6g9n__1__1.A__1.H,82.0,73.0,100.0,97.0,99.0,96.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.F,68.08690178762252,93.63672709704124,83.90294918637551,88.75740221217879,0.7934238741958541,81.38586071078424,80.54683121892049,86.09468014581343,85.20710612369163,90.82762528413,89.89125801315959,66.04429473399385,65.36342571611762,2018-05-30,True,1,1,1,2021-10-06,100.0,79.3423874195854,53.333333333333336,97.0
7nr8__1__1.A__1.F_1.I,SO4,c144,95.95282663982002,1.F,0,80.26,2,5,False,7nr8,SIGNALING PROTEIN,0,5,O=S(=O)([O-])[O-],0,7nr8__1__1.A__1.F_1.I__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2021-10-06,100.0,,,
7nr8__1__1.A__1.F_1.I,UOE,c144,634.278279408,1.I,9,136.05,13,45,True,7nr8,SIGNALING PROTEIN,6,41,C[C@H](C(=O)N[C@H](CO)c1cccc(N2CCN(C)CC2)n1)N1Cc2ccc(-c3nc(NC4CCOCC4)ncc3Cl)cc2C1=O,0,7nr8__1__1.A__1.F_1.I__1.I,7nr8__1__1.A__1.F_1.I,6ge0__1__1.A__1.G,50.0,54.0,100.0,90.0,98.0,88.0,90.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.I,61.145220688423386,88.38511410680759,67.92881926991225,80.58251337279722,61.13593734292103,59.77736095752278,72.52426203551751,70.91261176806155,79.54660269612684,77.77890041399068,55.030698619581045,53.80779420581258,2018-05-30,True,7nr8__1__1.A__1.F_1.I,6g9n__1__1.A__1.H,81.0,85.0,100.0,95.0,98.0,94.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.I,11.889748819972224,82.30735362135063,79.08851586955544,45.04690641861413,0.8096249115357396,75.13409007607765,74.34320491738211,42.79456109768342,42.34409203349728,78.19198594028309,77.36891240406959,11.295261378973612,11.176363890773889,2018-05-30,True,2,1,1,2021-10-06,100.0,75.47169811320755,53.84615384615385,95.0
7nr6__1__1.B__1.H,UO8,c450,249.10481648,1.H,1,72.52,9,17,True,7nr6,HYDROLASE,3,25,Nc1nc(=S)c2ncn(C3CCCCC3)c2[nH]1,0,7nr6__1__1.B__1.H__1.H,7nr6__1__1.B__1.H,7aop__1__2.A__2.B,50.0,67.0,100.0,88.0,96.0,85.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.H,74.33620507077323,67.74653661691201,0.0,93.78546840955975,0.0,0.0,82.5312122004126,79.7176481481258,59.61695222288257,57.5845561243752,65.41586046228045,63.18577431015724,2021-06-02,True,7nr6__1__1.B__1.H,7b65__1__1.A__1.C,70.0,67.0,96.0,88.0,92.0,85.0,92.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.H,8.686954025312236,46.6053590396938,32.22321473868601,40.18803151637972,0.2970099667774086,29.64535755959113,27.38973252788311,36.97298899506934,34.15982678892276,42.87693031651829,39.614555183739725,7.991997703287257,7.3839109215154,2021-03-24,True,1,1,1,2022-03-23,100.0,65.53998351195384,46.55172413793103,92.0
7vpr__1__1.B__1.F,ERG,c186,396.339216028,1.F,4,20.23,11,29,True,7vpr,TRANSCRIPTION,4,36,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,19,7vpr__1__1.B__1.F__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2022-09-07,100.0,,,
7vpe__1__1.A__1.B,7TU,c344,546.2783470880001,1.B,8,31.2,8,42,True,7vpe,PROTEIN BINDING,7,23,C1=N[C@@H](c2ccccc2)[C@H](c2ccccc2)N1Cc1cccc(CN2C=N[C@@H](c3ccccc3)[C@@H]2c2ccccc2)c1,0,7vpe__1__1.A__1.B__1.B,7vpe__1__1.A__1.B,4rpu__2__1.B__1.EA_1.U_1.V_1.X,25.0,25.0,4.0,,52.0,29.0,43.0,21.0,21.0,21.0,21.0,21.0,21.0,61.0,61.0,61.0,61.0,61.0,61.0,99.0,99.0,99.0,38.0,38.0,38.0,38.0,38.0,38.0,1.B,2.926104164299976,43.374606730515474,11.30045075297748,30.76856646006942,4.859193823780316,3.2771307183634693,13.23048357782985,8.92288427342013,18.65108089412165,12.578635951849488,1.2582247906489896,0.848570207646993,2015-12-09,True,7vpe__1__1.A__1.B,4rpu__2__1.B__1.EA_1.U_1.V_1.X,25.0,25.0,4.0,,52.0,29.0,43.0,21.0,21.0,21.0,21.0,21.0,21.0,61.0,61.0,61.0,61.0,61.0,61.0,99.0,99.0,99.0,38.0,38.0,38.0,38.0,38.0,38.0,1.B,2.926104164299976,43.374606730515474,11.30045075297748,30.76856646006942,0.2983706720977597,4.859193823780316,3.2771307183634693,13.23048357782985,8.92288427342013,18.65108089412165,12.578635951849488,1.2582247906489896,0.848570207646993,2015-12-09,True,1,1,1,2022-10-19,100.0,29.83706720977597,11.76470588235294,43.0
7vpu__1__1.A__1.E,ERG,c186,396.339216028,1.E,4,20.23,13,29,True,7vpu,TRANSCRIPTION,4,36,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,19,7vpu__1__1.A__1.E__1.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2022-08-24,100.0,,,
7z39__1__1.A__1.C,ICQ,c1,452.196074008,1.C,7,104.82,7,34,True,7z39,TRANSFERASE,5,21,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,0,7z39__1__1.A__1.C__1.C,7z39__1__1.A__1.C,2c5v__2__1.C__1.H,44.0,29.0,43.0,43.0,76.0,73.0,95.0,29.0,26.0,26.0,26.0,29.0,29.0,69.0,62.0,62.0,62.0,69.0,69.0,90.0,90.0,90.0,49.0,44.0,44.0,44.0,49.0,49.0,1.C,37.1977397216998,65.68921182128007,23.12648076549726,62.2914068619726,21.970156727222395,16.882330958813,59.17683651887396,45.47272700924,62.404751230216064,47.95312462953445,35.3378527356148,27.15434999684085,2006-03-01,True,7z39__1__1.A__1.C,1m2r__1__1.A__1.B,89.0,86.0,81.0,62.0,91.0,74.0,81.0,77.0,75.0,75.0,75.0,77.0,77.0,93.0,92.0,92.0,92.0,93.0,93.0,98.0,98.0,98.0,86.0,84.0,84.0,84.0,86.0,86.0,1.C,6.520834137891331,51.74253089188653,28.103105201841636,31.165928914013957,0.2651162790697674,22.76351521349173,20.79629784936281,25.244402420351303,23.062787396370325,41.91145002242809,38.28947285999603,5.281875651691979,4.8254172620395845,2003-06-17,True,1,1,1,2022-10-12,100.0,33.00898203592814,13.043478260869565,100.0
7z3y__1__1.A__1.D,I9U,c40,386.15543232,1.D,4,72.95,10,28,True,7z3y,DNA BINDING PROTEIN,4,26,Cc1cc(C)n(-c2cc(F)c(CC(=O)Nc3noc4c3CCCC4)c(F)c2)n1,0,7z3y__1__1.A__1.D__1.D,7z3y__1__1.A__1.D,2nof__1__1.C__1.A_1.B_1.D,10.0,10.0,88.0,69.0,90.0,69.0,73.0,85.0,84.0,84.0,84.0,85.0,85.0,94.0,93.0,93.0,93.0,94.0,94.0,99.0,99.0,99.0,89.0,88.0,88.0,88.0,89.0,89.0,1.D,2.2961100886387915,15.814446835843311,15.505201067834127,50.01597569423368,11.318796779518914,10.698588736805547,36.51166225679058,34.511023229021234,11.54454619016562,10.911968316731883,1.6761603647063177,1.584315961160766,2006-11-21,True,7z3y__1__1.A__1.D,6g40__1__1.A__1.D,50.0,60.0,100.0,88.0,98.0,87.0,88.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,11.323404447965236,51.83045364175624,34.9665106665848,38.603470511674665,0.3705521472392638,30.77052938659462,30.42086427992877,33.97105405027371,33.58501934515696,45.61079920474549,45.09249466832792,9.964595914209408,9.851361869729756,2019-04-10,True,1,1,1,2023-03-22,100.0,45.8103638368247,9.48905109489051,96.0
7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P,ZN,c58,63.92804504018,1.D,0,0.0,3,1,False,7z3k,HYDROLASE,0,11,[Zn+2],0,7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P__1.D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,2023-01-25,100.0,,,
7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P,IA0,c58,500.244835768,1.DA,4,102.93,16,37,True,7z3k,HYDROLASE,6,45,Cc1cc(C)cc(Nc2ncc3c(n2)CN([C@@H]2CCN(C(=O)c4cc5nn[nH]c5cc4F)[C@@H](C)C2)C3)c1,0,7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P__1.DA,7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P,5m0e__1__1.A__1.D_1.T_1.U_1.V,29.0,17.0,100.0,72.0,97.0,70.0,72.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,97.0,97.0,97.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.DA,26.44000830795281,79.3001776309008,51.44144121137349,64.35397584093965,37.03783767218891,36.00900884796144,46.33486260547655,45.04778308865775,57.096127894248575,55.51012434163056,19.036805981726022,18.508005815566968,2017-08-16,True,7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P,4zg7__1__1.A__1.C_1.D_1.H_1.I_1.J,35.0,29.0,100.0,70.0,92.0,64.0,70.0,93.0,93.0,93.0,93.0,93.0,93.0,96.0,95.0,95.0,95.0,96.0,96.0,100.0,100.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0,1.DA,6.294813735850322,59.18223504153328,33.26244924875559,36.43510444095718,0.5372807017543859,23.28371447412891,21.287967519203576,25.504573108670023,23.3184668422126,41.427564529073294,37.8766304265813,4.406369615095225,4.028680790944206,2015-10-14,True,5,1,2,2023-01-25,100.0,34.78835978835979,13.157894736842104,72.0
7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P,ZN,c58,63.92804504018,1.E,0,0.0,4,1,False,7z3k,HYDROLASE,0,12,[Zn+2],0,7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P__1.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,2023-01-25,100.0,,,
7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P,5JK,c58,402.349780712,1.F,5,40.46,8,29,True,7z3k,HYDROLASE,4,31,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,12,7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P__1.F,7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P,5m0e__1__1.A__1.D_1.T_1.U_1.V,29.0,17.0,100.0,72.0,97.0,70.0,72.0,97.0,97.0,97.0,97.0,97.0,97.0,98.0,97.0,97.0,97.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.F,86.74290591809309,97.0675128396287,83.37597415886005,96.15539452495972,60.03070139437923,58.36318191120203,69.231884057971,67.3087761674718,69.88860924453266,67.94725898774008,62.45489226102702,60.72003414266516,2017-08-16,True,7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P,4zg7__1__1.A__1.C_1.D_1.H_1.I_1.J,35.0,29.0,100.0,70.0,92.0,64.0,70.0,93.0,93.0,93.0,93.0,93.0,93.0,96.0,95.0,95.0,95.0,96.0,96.0,100.0,100.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0,1.F,6.461108959136119,52.84640434301265,33.585856073362145,41.013390675758544,0.1780415430267062,23.5100992513535,21.49494788695177,28.70937347303098,26.248570032485468,36.99248304010885,33.8216987795281,4.522776271395284,4.135109733847116,2015-10-14,True,5,1,2,2023-01-25,100.0,100.0,100.0,72.0
7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P,SCN,c58,57.97569357991,1.P,0,23.79,0,3,False,7z3k,HYDROLASE,0,8,N#C[S-],0,7z3k__1__1.A__1.D_1.DA_1.E_1.F_1.P__1.P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,2023-01-25,100.0,,,
